tail_id,part_no,noun,nha_part_no,nha_noun,kit,goh,part_type,shop,mat,agency,arf_mcl_review,f48_no,die_no,die_type,die_status,die_agency,die_vendor,die_remarks,status_1,status_2,remarks_1
167,DD-FC1-96011-1150,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0492L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
168,DD-FC1-96011-1140,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0498L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
169,DD-FC1-96011-1130,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0489L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
170,DD-FC1-96011-1120,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0507L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
171,DD-FC1-96011-1110,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0484L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
172,DD-FC1-96011-1090,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0501L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
173,DD-FC1-96011-1080,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0506L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
174,DD-FC1-96011-1070,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0491L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
175,DD-FC1-96011-1060,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0485L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
176,DD-FC1-96011-1050,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0505L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
177,DD-FC1-96011-1040,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0488L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
178,DD-FC1-96011-1030,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0490L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
179,DD-FC1-96011-1020,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0500L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
180,DD-FC1-96011-1010,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0496L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
181,DD-FC1-94061-3,Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,20RP0120L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
182,DD-FC1-94061-290G1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0668L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
183,DD-FC1-94061-200-2,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0186S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
184,DD-FC1-94061-200-1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0669L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
185,DD-FC1-94061-190G1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0664L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
186,DD-FC1-94061-105,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,20RP0116L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
187,DD-FC1-94061-104,Sealing Washer,NULL,NULL,Kit A,NULL,,,,ARF,19RP0181L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
188,DD-FC1-94061-103,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,20RP0112L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
189,DD-FC1-94061-100-2,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0468S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
190,DD-FC1-94061-100-1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0525S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
191,DD-FC1-94061-0-1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0602S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
192,DD-FC1-94051-8G1,Sealing Pad,NULL,NULL,Kit A,NULL,,,,ARF,21RP0043L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
193,DD-FC1-94051-7,Sealing Pad,NULL,NULL,Kit A,NULL,,,,ARF,18RP0628L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
194,DD-FC1-94051-515G1,Gasket,NULL,NULL,Kit A,NULL,,,,ARF,21SM0793L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
195,DD-FC1-94051-514G1,Gasket,NULL,NULL,Kit A,NULL,,RP,,ARF,22RP0411L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
196,DD-FC1-94051-1,Sealing Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0180L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
197,DD-FC1-94031-401,Rubber Ring,NULL,NULL,Kit A,NULL,,,,ARF,19RP0179L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
198,DD-FC1-94031-101,Rubber Ring,NULL,NULL,Kit A,NULL,,,,ARF,19RP0178L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
199,DD-FC1-94031-0-8,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0604S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
200,DD-FC1-94031-0-7,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0470S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
201,DD-FC1-94031-0-6,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0467S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
202,DD-FC1-94031-0-5,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0468S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
203,DD-FC1-94031-0-4,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0603S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
204,DD-FC1-94031-0-3,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0471S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
205,DD-FC1-94031-0-1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0465S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
206,DD-FC1-94021-714,Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0681L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
207,DD-FC1-94021-616,Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0680L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
208,DD-FC1-94021-615,Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0584L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
209,DD-FC1-94021-515,Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0679L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
210,DD-FC1-94021-320,Corrugated Hose,NULL,NULL,ADIC TASKED,NULL,,TMS,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,Beyond Capability,BEYOND CAP,Under Trial Test
211,DD-FC1-94021-310,Corrugated Hose,NULL,NULL,ADIC TASKED,NULL,,TMS,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,Beyond Capability,BEYOND CAP,Under Trial Test
212,DD-FC1-94021-242,Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0678L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
213,DD-FC1-94021-222,Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0677L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
214,DD-FC1-94021-0-6,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0029S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
215,DD-FC1-94021-0-5,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0028S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
216,DD-FC1-94021-0-1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0510S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
217,DD-FC1-94011-8,Rubber Strip,NULL,NULL,Kit A,NULL,,,,ARF,21RP0623L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
218,DD-FC1-94011-201,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0177L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
219,DD-FC1-94011-1662,Rubber Ring,NULL,NULL,Kit A,NULL,,,,ARF,19RP0176L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
220,DD-FC1-94011-1,Gasket,NULL,NULL,Kit A,NULL,,,,ARF,18RP0629L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
221,DD-FC1-94011-0-2,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0662L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
222,DD-FC1-94011-0-1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0663L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
223,DD-FC1-86021-1002,Spring,NULL,NULL,Kit A,NULL,,SP,,ARF,22SP0264N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
224,DD-FC1-78100-110,Discharger,NULL,NULL,Kit A,NULL,,,,ARF,21MS0709N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
225,DD-FC1-77011-801,Sealing Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0175L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
226,DD-FC1-77011-702,Sealing Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0174L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
227,DD-FC1-77011-510,Earth Wire,NULL,NULL,Kit A,NULL,,,,ARF,21SM0162L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
228,DD-FC1-77011-1110,Earth Wire,NULL,NULL,Kit A,NULL,,,,ARF,21SM0161L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
229,DD-FC1-69000-1/3,Rubber Protection Cover,NULL,NULL,Kit A,NULL,,TMS,,ARF,23RP0098L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
230,DD-FC1-69000-1/1,Rubber Protection Cover,NULL,NULL,Kit A,NULL,,,,ARF,20RP0117L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
231,DD-FC1-68191-1,Gasket,NULL,NULL,Kit A,NULL,,,,ARF,19RP0173L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
232,DD-FC1-68150-0-7,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0349S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
233,DD-FC1-68150-0-5,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0430S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
234,DD-FC1-68150-0-2,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0432S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
235,DD-FC1-68150-0-13,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0431S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
236,DD-FC1-68150-0-12,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0350S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
237,DD-FC1-68142-1001,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0172L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
238,DD-FC1-67011-504,Bushing,NULL,NULL,Kit A,NULL,,,,ARF,21PM0663L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
239,DD-FC1-65000-605,Washer Plastic,NULL,NULL,Kit A,NULL,,,,ARF,21SM0026N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
240,DD-FC1-65000-310,Rear Sleeve,NULL,NULL,Kit A,NULL,,,,ARF,20DP0040S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
241,DD-FC1-65000-210,Sealing Gasket,NULL,NULL,Kit A,NULL,,,,ARF,19RP0170L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
242,DD-FC1-64041-400-1,Rubber Pad,NULL,NULL,Kit A,NULL,,TMS,,ARF,22RP0435N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
243,DD-FC1-62021-40/2,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0690L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
244,DD-FC1-62021-40/1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,19DP0264L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
245,DD-FC1-62021-30,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21IN0372S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
246,DD-FC1-62021-20,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21IN0371S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
247,DD-FC1-62021-10/9,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0497L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
248,DD-FC1-62021-10/8,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0483L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
249,DD-FC1-62021-10/7,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0487L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
250,DD-FC1-62021-10/6,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0508L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
251,DD-FC1-62021-10/4,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0499L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
252,DD-FC1-62021-10/3,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0503L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
253,DD-FC1-62021-10/2,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0495L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
254,DD-FC1-62021-10/1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18IN0494L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
255,DD-FC1-62020-60/2,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0459S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
256,DD-FC1-62020-60/1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0146L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
257,DD-FC1-62020-50/8,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0686L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
258,DD-FC1-62020-50/7,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0718L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
259,DD-FC1-62020-50/10,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,19DP0263L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
260,DD-FC1-61201-702,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0167L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
261,DD-FC1-61201-5,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0166L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
262,DD-FC1-61201-4,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0145L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
263,DD-FC1-61201-3,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0165L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
264,DD-FC1-61201-2,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,21RP0382L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
265,DD-FC1-61201-150-2,Rubber Ring,NULL,NULL,Kit A,NULL,,,,ARF,19RP0164L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
266,DD-FC1-61001-200-8,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0606S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
267,DD-FC1-61101-1G1,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0162L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
268,DD-FC1-61101-1,Seal Ring,NULL,NULL,Kit A,NULL,,RP,,ARF,22RP0436L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
269,DD-FC1-61101-0-38,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0464S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
270,DD-FC1-61101-0-35,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0494S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
271,DD-FC1-61101-0-34,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0726L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
272,DD-FC1-61101-0-33,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0725L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
273,DD-FC1-61101-0-32,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0458S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
274,DD-FC1-61101-0-31,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0461S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
275,DD-FC1-61101-0-1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,16DP0095S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
276,DD-FC1-61052-29,Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,19RP0161L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
277,DD-FC1-61052-23,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0160L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
278,DD-FC1-61052-21,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0159L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
279,DD-FC1-61052-18,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0155L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
280,DD-FC1-61052-130,Rubber Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,20RP0110L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
281,DD-FC1-61052-11,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,21RP0330L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
282,DD-FC1-61031-28,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0216L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
283,DD-FC1-61031-27,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0218L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
284,DD-FC1-61031-26,Seal Ring,NULL,NULL,Kit A,NULL,,RP,,ARF,20RP0087L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
285,DD-FC1-61031-25,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,20RP0087L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
286,DD-FC1-61031-24,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0384L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
287,6HB4-84J6-38 ,Seal Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,0,Die Rec'd,81-F7-204,NULL,NULL,NULL,NULL,NULL,Die under TF,Al die part trail ok for -38 part,"VENDOR DIES (JF-17-204 DIE) ORIGINAL PART DD-FC1-61031-2301. Seal ring marked in 02 Aug state and to be marked on MCL of Sep, 24"
288,DD-FC1-61031-23,Seal Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,22RP0188L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
289,DD-FC1-61031-2201,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0383L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
290,DD-FC1-61031-22,Seal Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,22RP0187L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
291,DD-FC1-61021-701,Gasket,NULL,NULL,Kit A,NULL,,TMS,,ARF,22RP0077N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
292,DD-FC1-61021-3024,Rubber Gasket,NULL,NULL,Kit A,NULL,,TMS,,ARF,22RP0409L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
293,FC1-61001-40-3,Rubber Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,0,Die Rec'd,81-JF-17-71,NULL,NULL,NULL,NULL,NULL,Die under TF,Re-Work (Die),FC1-61001-40-3 rubber pad. This part to be marked against the subject die part. Original part DD-FC1-61021-3015 Seal ring to be developed from 81-jf-17-71 die 
294,DD-FC1-61021-3009,Rubber Pad,NULL,NULL,Kit A,NULL,,TMS,,ARF,21RP0819L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
295,DD-FC1-61021-3008,Rubber Ring,NULL,NULL,Kit A,NULL,,,,ARF,19RP0154L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
296,DD-FC1-61021-3001,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0095L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
297,DD-FC1-61021-15,Seal Ring,NULL,NULL,Kit A,NULL,,RP,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,Area Unknown (MCL),
298,DD-FC1-61021-13,Seal Ring,NULL,NULL,Kit A,NULL,,RP,,ARF,22RP0410L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
299,DD-FC1-61011-701,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,21RP0214L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
300,DD-FC1-61011-6,Seal Ring,NULL,NULL,Kit A,NULL,,RP,,ARF,22RP0456L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
301,DD-FC1-61011-5,Seal Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,21RP0818L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
302,DD-FC1-61011-3,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,20RP0083L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
303,DD-FC1-61011-18,Seal Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,22RP0429L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
304,DD-FC1-61011-13,Seal Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,22RP0186L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
305,DD-FC1-61001-82/7,Seal Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,MCL AL,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
306,DD-FC1-61001-82/6,Rubber Ring,NULL,NULL,Kit A,NULL,,,,ARF,20RP0114L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
307,DD-FC1-61001-82/5,Sealing Pad,NULL,NULL,Kit A,NULL,,,,ARF,20RP0111L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
308,DD-FC1-61001-82/4,Rubber Ring,NULL,NULL,Kit A,NULL,,,,ARF,20RP0115L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
309,DD-FC1-61001-82/3,Sealing Ring,NULL,NULL,Kit A,NULL,,,,ARF,20RP0113L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
310,DD-FC1-61001-82/2,Seal Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,MCL AL,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
311,DD-FC1-61001-82/1,Seal Ring,NULL,NULL,Kit A,NULL,,TMS,,ARF,MCL AL,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
312,DD-FC1-61001-4920-2,Seal Ring,NULL,NULL,Kit A,NULL,,RP,,ARF,23RP0059N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
313,DD-FC1-61001-4902,Gasket,NULL,NULL,Kit A,NULL,,,,ARF,21RP0697L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
314,DD-FC1-61001-37,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0153L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
315,DD-FC1-61001-34,Rubber Ring,NULL,NULL,Kit A,NULL,,,,ARF,19RP0152L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
316,DD-FC1-61001-33,Rubber Ring,NULL,NULL,Kit A,NULL,,,,ARF,19RP0151L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
317,DD-FC1-61001-26,Rubber Pad,NULL,NULL,Kit A,NULL,,TMS,,ARF,22RP0185L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
318,DD-FC1-61001-23,Rubber Pad,NULL,NULL,Kit A,NULL,,RP,,ARF,PAD RCL,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
319,DD-FC1-61001-22,Rubber Pad,NULL,NULL,Kit A,NULL,,RP,,ARF,22RP0055L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
320,DD-FC1-61001-200-7,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0474S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
321,DD-FC1-61001-200-6,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0141L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
322,DD-FC1-61001-200-5,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,21DP0605S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
323,DD-FC1-61001-200-4,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0140L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
324,DD-FC1-61001-200-3,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0482S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
325,DD-FC1-61001-200-2,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,18DP0139L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
326,DD-FC1-61001-200-1,Pipe,NULL,NULL,Kit A,NULL,,,,ARF,17DP0481S,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
327,DD-FC1-61001-2,Rubber Pad,NULL,NULL,Kit A,NULL,,,,ARF,19RP0128L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
328,DD-FC1-61001-1814,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,19RP0129L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
329,DD-FC1-61001-15,Seal Ring,NULL,NULL,Kit A,NULL,,,,ARF,20RP0317L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
